ORIGIN_CITY,DESTINATION_CITY,NUMBER_OF_FLIGHTS
Aberdeen,Minneapolis,671
Abilene,Dallas-Fort Worth,2329
Adak Island,Anchorage,96
Agana,Honolulu,334
Aguadilla,Fort Lauderdale,164
Aguadilla,New York,447
Aguadilla,Newark,291
Aguadilla,Orlando,441
Akron,Atlanta,2042
Akron,Boston,299
Akron,Chicago,1237
Akron,Denver,273
Akron,Detroit,189
Akron,Fort Myers,198
Akron,Las Vegas,47
Akron,New York,500
Akron,Newark,120
Akron,Orlando,547
Akron,Tampa,375
Akron,Washington,273
Albany,Atlanta,1813
Albany,Baltimore,1701
Albany,Charlotte,705
Albany,Chicago,1540
Albany,Denver,9
Albany,Detroit,496
Albany,Fort Lauderdale,345
Albany,Fort Myers,5
Albany,Las Vegas,274
Albany,Minneapolis,201
Albany,Newark,169
Albany,Orlando,691
Albany,Tampa,383
Albany,Washington,3
Albuquerque,Atlanta,801
Albuquerque,Baltimore,511
Albuquerque,Charlotte,95
Albuquerque,Chicago,1213
Albuquerque,Dallas,1581
Albuquerque,Dallas-Fort Worth,1797
Albuquerque,Denver,1593
Albuquerque,Houston,1795
Albuquerque,Kansas City,315
Albuquerque,Las Vegas,1265
Albuquerque,Los Angeles,1834
Albuquerque,Minneapolis,215
Albuquerque,New York,274
Albuquerque,Oakland,799
Albuquerque,Orlando,99
Albuquerque,Phoenix,2470
Albuquerque,Portland,229
Albuquerque,Salt Lake City,949
Albuquerque,San Diego,615
Albuquerque,San Francisco,334
Albuquerque,Seattle,408
Alexandria,Atlanta,1233
Alexandria,Dallas-Fort Worth,987
Alexandria,Houston,926
Allentown,Atlanta,898
Allentown,Chicago,665
Allentown,Detroit,711
Alpena,Detroit,573
Amarillo,Dallas,1216
Amarillo,Dallas-Fort Worth,1202
Amarillo,Denver,563
Amarillo,Houston,899
Amarillo,Las Vegas,334
Anchorage,Adak Island,96
Anchorage,Atlanta,102
Anchorage,Barrow,189
Anchorage,Bethel,896
Anchorage,Chicago,640
Anchorage,Cordova,331
Anchorage,Dallas-Fort Worth,119
Anchorage,Deadhorse,666
Anchorage,Denver,408
Anchorage,Dillingham,77
Anchorage,Fairbanks,334
Anchorage,Honolulu,275
Anchorage,Houston,84
Anchorage,Juneau,1034
Anchorage,Kahului,67
Anchorage,King Salmon,63
Anchorage,Kodiak,460
Anchorage,Kona,44
Anchorage,Kotzebue,616
Anchorage,Las Vegas,84
Anchorage,Long Beach,118
Anchorage,Los Angeles,382
Anchorage,Minneapolis,575
Anchorage,Newark,7
Anchorage,Nome,379
Anchorage,Phoenix,393
Anchorage,Portland,913
Anchorage,Salt Lake City,98
Anchorage,San Francisco,172
Anchorage,Seattle,6383
Appleton,Atlanta,416
Appleton,Chicago,1434
Appleton,Detroit,477
Appleton,Minneapolis,521
Arcata CA,San Francisco,1320
Asheville,Atlanta,1856
Asheville,Chicago,715
Asheville,Newark,174
Aspen,Atlanta,101
Aspen,Chicago,621
Aspen,Dallas-Fort Worth,335
Aspen,Denver,1091
Aspen,Houston,415
Aspen,Los Angeles,774
Aspen,Minneapolis,24
Aspen,San Francisco,201
Atlanta,Akron,2043
Atlanta,Albany,1813
Atlanta,Albuquerque,803
Atlanta,Alexandria,1233
Atlanta,Allentown,904
Atlanta,Anchorage,102
Atlanta,Appleton,414
Atlanta,Asheville,1858
Atlanta,Aspen,100
Atlanta,Atlantic City,178
Atlanta,Austin,3154
Atlanta,BRISTOL,1929
Atlanta,Baltimore,5838
Atlanta,Baton Rouge,2512
Atlanta,Bentonville,1576
Atlanta,Birmingham,3211
Atlanta,Bloomington,877
Atlanta,Boston,4685
Atlanta,Bozeman,97
Atlanta,Brunswick,878
Atlanta,Buffalo,1568
Atlanta,Burlington,301
Atlanta,Bush Field,2361
Atlanta,Cedar Rapids,883
Atlanta,Charleston,4511
Atlanta,Charlotte,6306
Atlanta,Charlottesville VA,940
Atlanta,Chattanooga,2740
Atlanta,Chicago,11037
Atlanta,Cincinnati,2376
Atlanta,Cleveland,2850
Atlanta,Colorado Springs,305
Atlanta,Columbia,2685
Atlanta,Columbus,4344
Atlanta,Columbus Mississippi,927
Atlanta,Dallas,2856
Atlanta,Dallas-Fort Worth,7056
Atlanta,Dayton,1303
Atlanta,Daytona Beach,1489
Atlanta,Denver,4987
Atlanta,Des Moines,925
Atlanta,Detroit,4861
Atlanta,Dothan,1260
Atlanta,El Paso,700
Atlanta,Elmira,15
Atlanta,Evansville,960
Atlanta,Fargo,39
Atlanta,Fayetteville,1634
Atlanta,Flint,954
Atlanta,Fort Lauderdale,7419
Atlanta,Fort Myers,3921
Atlanta,Fort Smith,672
Atlanta,Fort Wayne,1077
Atlanta,Gainesville,2088
Atlanta,Grand Junction,1
Atlanta,Grand Rapids,1291
Atlanta,Green Bay,405
Atlanta,Greensboro,2667
Atlanta,Greenville,2470
Atlanta,Gulfport,1414
Atlanta,Harrisburg,955
Atlanta,Hayden,95
Atlanta,Honolulu,334
Atlanta,Houston,7877
Atlanta,Huntsville,2463
Atlanta,Indianapolis,3811
Atlanta,Jacksn Hole,103
Atlanta,Jackson,2297
Atlanta,Jacksonville,5106
Atlanta,Jacksonville NC,1136
Atlanta,Kalamazoo,19
Atlanta,Kalispell,25
Atlanta,Kansas City,3478
Atlanta,Key West,1423
Atlanta,Killeen,597
Atlanta,Knoxville,1719
Atlanta,Lafayette,1197
Atlanta,Lansing,13
Atlanta,Las Vegas,4099
Atlanta,Lexington KY,2280
Atlanta,Lincoln,325
Atlanta,Little Rock,1976
Atlanta,Los Angeles,5669
Atlanta,Louisville,2740
Atlanta,MONTGOMERY,2202
Atlanta,Madison,893
Atlanta,Manchester NH,333
Atlanta,Melbourne,1332
Atlanta,Memphis,3111
Atlanta,Miami,5149
Atlanta,Milwaukee,3160
Atlanta,Minneapolis,4713
Atlanta,Missoula,15
Atlanta,Mobile,2254
Atlanta,Moline,760
Atlanta,Monroe,1210
Atlanta,Montrose CO,35
Atlanta,Myrtle Beach,1421
Atlanta,Nashville,3230
Atlanta,New Bern,575
Atlanta,New Orleans,5572
Atlanta,New York,10144
Atlanta,Newark,5091
Atlanta,Newport News,1260
Atlanta,Norfolk,2672
Atlanta,Oakland,64
Atlanta,Oklahoma City,1974
Atlanta,Omaha,1615
Atlanta,Ontario,3
Atlanta,Orlando,8202
Atlanta,Panama City,2021
Atlanta,Pensacola,2268
Atlanta,Peoria,896
Atlanta,Philadelphia,6608
Atlanta,Phoenix,3651
Atlanta,Pittsburgh,3255
Atlanta,Portland,1699
Atlanta,Providence,947
Atlanta,Raleigh-durham,4717
Atlanta,Rapid City,15
Atlanta,Richmond,3572
Atlanta,Roanoke VA,1496
Atlanta,Rochester,1290
Atlanta,Sacramento,556
Atlanta,Saginaw,15
Atlanta,Salt Lake City,2545
Atlanta,San Antonio,2864
Atlanta,San Diego,2047
Atlanta,San Francisco,3126
Atlanta,San Jose,276
Atlanta,San Juan,1420
Atlanta,Santa Ana,971
Atlanta,Sarasota,1930
Atlanta,Savannah,3140
Atlanta,Scranton,329
Atlanta,Seattle,2673
Atlanta,Shreveport,2032
Atlanta,Sioux Falls,331
Atlanta,South Bend,1124
Atlanta,Springfield,1294
Atlanta,St. Croix Island,37
Atlanta,St. Louis,3525
Atlanta,St. Thomas,632
Atlanta,State College Pennsylvania,39
Atlanta,Syracuse,963
Atlanta,Tallahassee,2106
Atlanta,Tampa,7076
Atlanta,Traverse City,33
Atlanta,Trenton,325
Atlanta,Tucson,617
Atlanta,Tulsa,1516
Atlanta,Vail,100
Atlanta,Valdosta,935
Atlanta,Valparaiso,2207
Atlanta,Washington,9088
Atlanta,West Palm Beach,4197
Atlanta,White Plains,1879
Atlanta,Wichita,969
Atlanta,Wilmington,1612
Atlanta,Windsor Locks,2342
Atlantic City,Atlanta,179
Atlantic City,Boston,182
Atlantic City,Chicago,147
Atlantic City,Detroit,147
Atlantic City,Fort Lauderdale,817
Atlantic City,Fort Myers,483
Atlantic City,Myrtle Beach,334
Atlantic City,Orlando,794
Atlantic City,Tampa,334
Atlantic City,West Palm Beach,155
Austin,Atlanta,3163
Austin,Baltimore,643
Austin,Boston,402
Austin,Charlotte,423
Austin,Chicago,3165
Austin,Dallas,3904
Austin,Dallas-Fort Worth,4674
Austin,Denver,2852
Austin,Detroit,318
Austin,El Paso,868
Austin,Fort Lauderdale,789
Austin,Harlingen,326
Austin,Houston,3403
Austin,Las Vegas,1189
Austin,Long Beach,475
Austin,Los Angeles,2597
Austin,Lubbock,320
Austin,Memphis,8
Austin,Miami,206
Austin,Minneapolis,124
Austin,Nashville,635
Austin,New Orleans,344
Austin,New York,1589
Austin,Newark,943
Austin,Oakland,336
Austin,Orlando,998
Austin,Philadelphia,269
Austin,Phoenix,1580
Austin,Portland,99
Austin,Salt Lake City,588
Austin,San Diego,628
Austin,San Francisco,2051
Austin,San Jose,604
Austin,Santa Ana,156
Austin,Seattle,461
Austin,St. Louis,156
Austin,Tampa,338
Austin,Washington,443
BRISTOL,Atlanta,1928
Bakersfield,Denver,610
Bakersfield,Houston,492
Bakersfield,Phoenix,875
Bakersfield,San Francisco,660
Baltimore,Albany,1704
Baltimore,Albuquerque,511
Baltimore,Atlanta,5837
Baltimore,Austin,630
Baltimore,Birmingham,592
Baltimore,Boston,4412
Baltimore,Buffalo,1803
Baltimore,Charleston,1024
Baltimore,Charlotte,3375
Baltimore,Chicago,4442
Baltimore,Cincinnati,6
Baltimore,Cleveland,1190
Baltimore,Columbus,1414
Baltimore,Dallas,1090
Baltimore,Dallas-Fort Worth,1773
Baltimore,Dayton,695
Baltimore,Denver,1904
Baltimore,Detroit,2418
Baltimore,Flint,538
Baltimore,Fort Lauderdale,3972
Baltimore,Fort Myers,1224
Baltimore,Grand Rapids,647
Baltimore,Greenville,375
Baltimore,Houston,2072
Baltimore,Indianapolis,1028
Baltimore,Islip,1546
Baltimore,Jacksonville,1109
Baltimore,Kansas City,785
Baltimore,Las Vegas,1716
Baltimore,Little Rock,319
Baltimore,Los Angeles,1115
Baltimore,Louisville,1125
Baltimore,Manchester NH,2211
Baltimore,Memphis,388
Baltimore,Miami,1098
Baltimore,Milwaukee,858
Baltimore,Minneapolis,1039
Baltimore,Myrtle Beach,202
Baltimore,Nashville,1897
Baltimore,New Orleans,828
Baltimore,New York,333
Baltimore,Newark,245
Baltimore,Norfolk,1147
Baltimore,Oakland,324
Baltimore,Oklahoma City,334
Baltimore,Orlando,3113
Baltimore,Panama City,209
Baltimore,Philadelphia,7
Baltimore,Phoenix,1603
Baltimore,Pittsburgh,962
Baltimore,Portland,1061
Baltimore,Providence,2498
Baltimore,Raleigh-durham,1952
Baltimore,Rochester,716
Baltimore,Salt Lake City,992
Baltimore,San Antonio,790
Baltimore,San Diego,711
Baltimore,San Francisco,292
Baltimore,San Juan,621
Baltimore,Seattle,695
Baltimore,St. Louis,1218
Baltimore,Tampa,2177
Baltimore,West Palm Beach,968
Baltimore,Windsor Locks,2199
Bangor,Detroit,313
Bangor,New York,53
Barnstable,New York,83
Barrow,Anchorage,332
Barrow,Deadhorse,189
Barrow,Fairbanks,334
Baton Rouge,Atlanta,2511
Baton Rouge,Dallas-Fort Worth,2333
Baton Rouge,Houston,2321
Baton Rouge,Washington,1
Beaumont,Dallas-Fort Worth,973
Bellingham,Honolulu,156
Bellingham,Kahului,89
Bellingham,Las Vegas,217
Bellingham,Seattle,249
Bemidji,Minneapolis,667
Bentonville,Atlanta,1575
Bentonville,Chicago,2598
Bentonville,Cincinnati,190
Bentonville,Dallas-Fort Worth,2224
Bentonville,Denver,366
Bentonville,Houston,1074
Bentonville,Minneapolis,462
Bentonville,New York,513
Bentonville,Newark,228
Bentonville,Salt Lake City,1
Bentonville,San Francisco,52
Bethel,Anchorage,896
Billings,Chicago,46
Billings,Cody,1
Billings,Denver,1104
Billings,Minneapolis,643
Billings,Salt Lake City,1059
Billings,Seattle,13
Binghamton,Detroit,262
Birmingham,Atlanta,3212
Birmingham,Baltimore,590
Birmingham,Chicago,1642
Birmingham,Dallas,686
Birmingham,Dallas-Fort Worth,614
Birmingham,Denver,330
Birmingham,Detroit,583
Birmingham,Houston,2199
Birmingham,Las Vegas,334
Birmingham,Miami,546
Birmingham,New York,490
Birmingham,Orlando,660
Birmingham,Tampa,628
Bismarck,Chicago,333
Bismarck,Dallas-Fort Worth,333
Bismarck,Denver,1284
Bismarck,Minneapolis,1503
Bloomington,Atlanta,877
Bloomington,Chicago,958
Bloomington,Dallas-Fort Worth,652
Bloomington,Denver,3
Bloomington,Detroit,136
Bloomington,Minneapolis,70
Bloomington,Orlando,34
Boise,Chicago,609
Boise,Denver,1922
Boise,Eugene,1
Boise,Houston,335
Boise,Las Vegas,655
Boise,Los Angeles,682
Boise,Minneapolis,703
Boise,Oakland,660
Boise,Phoenix,1089
Boise,Portland,62
Boise,Salt Lake City,1578
Boise,San Diego,333
Boise,San Francisco,1397
Boise,Seattle,1039
Boise,Spokane,590
Boston,Akron,299
Boston,Atlanta,4682
Boston,Atlantic City,181
Boston,Austin,402
Boston,Baltimore,4431
Boston,Buffalo,1244
Boston,Charleston,338
Boston,Charlotte,3590
Boston,Chicago,7942
Boston,Cincinnati,278
Boston,Cleveland,1831
Boston,Columbus,215
Boston,Dallas,114
Boston,Dallas-Fort Worth,3073
Boston,Denver,2398
Boston,Detroit,3423
Boston,Fort Lauderdale,2188
Boston,Fort Myers,1634
Boston,Houston,2604
Boston,Indianapolis,299
Boston,Jacksonville,690
Boston,Kansas City,606
Boston,Las Vegas,1026
Boston,Long Beach,276
Boston,Los Angeles,4055
Boston,Madison,1
Boston,Miami,2317
Boston,Milwaukee,601
Boston,Minneapolis,1821
Boston,Myrtle Beach,333
Boston,Nantucket,118
Boston,Nashville,628
Boston,New Orleans,334
Boston,New York,12140
Boston,Newark,4463
Boston,Oakland,102
Boston,Orlando,2852
Boston,Philadelphia,5313
Boston,Phoenix,1428
Boston,Pittsburgh,1158
Boston,Portland,491
Boston,Raleigh-durham,1530
Boston,Richmond,2297
Boston,Sacramento,49
Boston,Salt Lake City,577
Boston,San Diego,964
Boston,San Francisco,3889
Boston,San Jose,207
Boston,San Juan,1032
Boston,Sarasota,181
Boston,Savannah,334
Boston,Seattle,1494
Boston,St. Louis,670
Boston,St. Thomas,205
Boston,Tampa,1102
Boston,Vineyard Haven MA,84
Boston,Washington,9707
Boston,West Palm Beach,1606
Bozeman,Atlanta,97
Bozeman,Chicago,249
Bozeman,Denver,865
Bozeman,Houston,21
Bozeman,Los Angeles,143
Bozeman,Minneapolis,688
Bozeman,New York,10
Bozeman,Newark,50
Bozeman,Portland,116
Bozeman,Salt Lake City,1065
Bozeman,San Francisco,183
Bozeman,Seattle,117
Brainerd,International Falls,2
Brainerd,Minneapolis,587
Brownsville,Dallas-Fort Worth,1059
Brownsville,Houston,1303
Brunswick,Atlanta,878
Buffalo,Atlanta,1569
Buffalo,Baltimore,1808
Buffalo,Boston,1243
Buffalo,Charlotte,1206
Buffalo,Chicago,2966
Buffalo,Detroit,828
Buffalo,Fort Lauderdale,588
Buffalo,Fort Myers,77
Buffalo,Las Vegas,545
Buffalo,Minneapolis,197
Buffalo,New York,2814
Buffalo,Newark,531
Buffalo,Orlando,1525
Buffalo,Phoenix,333
Buffalo,Tampa,558
Buffalo,Washington,36
Burbank,Denver,1245
Burbank,Las Vegas,3050
Burbank,New York,334
Burbank,Oakland,3759
Burbank,Phoenix,1893
Burbank,Portland,958
Burbank,Sacramento,2102
Burbank,Salt Lake City,828
Burbank,San Francisco,1589
Burbank,San Jose,2120
Burbank,Seattle,1011
Burlington,Atlanta,302
Burlington,Chicago,537
Burlington,Detroit,522
Burlington,New York,1068
Burlington,Newark,542
Burlington,Washington,7
Bush Field,Atlanta,2360
Bush Field,New York,1
Butte,Salt Lake City,667
Carlsbad,Los Angeles,641
Casper,Denver,956
Casper,Salt Lake City,818
Cedar City,Salt Lake City,573
Cedar Rapids,Atlanta,884
Cedar Rapids,Chicago,2704
Cedar Rapids,Dallas-Fort Worth,1027
Cedar Rapids,Denver,812
Cedar Rapids,Detroit,690
Cedar Rapids,Los Angeles,1
Cedar Rapids,Minneapolis,714
Champaign,Chicago,1784
Champaign,Dallas-Fort Worth,332
Charleston,Allentown,1
Charleston,Atlanta,4511
Charleston,Baltimore,1023
Charleston,Boston,338
Charleston,Charlotte,196
Charleston,Chicago,2074
Charleston,Cleveland,11
Charleston,Dallas,132
Charleston,Dallas-Fort Worth,398
Charleston,Detroit,284
Charleston,Fort Lauderdale,43
Charleston,Houston,1207
Charleston,Miami,255
Charleston,Myrtle Beach,64
Charleston,Nashville,349
Charleston,New York,1351
Charleston,Newark,1274
Charleston,Oklahoma City,1
Charleston,Philadelphia,11
Charleston,Seattle,26
Charleston,Washington,653
Charlotte,Albany,705
Charlotte,Albuquerque,95
Charlotte,Atlanta,6307
Charlotte,Austin,422
Charlotte,Baltimore,3378
Charlotte,Boston,3590
Charlotte,Buffalo,1206
Charlotte,Charleston,196
Charlotte,Chicago,5277
Charlotte,Cincinnati,85
Charlotte,Cleveland,1156
Charlotte,Columbus,21
Charlotte,Dallas,114
Charlotte,Dallas-Fort Worth,4046
Charlotte,Daytona Beach,5
Charlotte,Denver,1902
Charlotte,Detroit,3090
Charlotte,Fort Lauderdale,2435
Charlotte,Fort Myers,1726
Charlotte,Greensboro,143
Charlotte,Harrisburg,124
Charlotte,Houston,3982
Charlotte,Indianapolis,538
Charlotte,Jacksonville,2085
Charlotte,Kansas City,1243
Charlotte,Las Vegas,1553
Charlotte,Los Angeles,1958
Charlotte,Louisville,8
Charlotte,Memphis,690
Charlotte,Miami,2983
Charlotte,Minneapolis,2129
Charlotte,Myrtle Beach,6
Charlotte,Nashville,1291
Charlotte,New Orleans,1520
Charlotte,New York,6184
Charlotte,Newark,4120
Charlotte,Norfolk,603
Charlotte,Orlando,2957
Charlotte,Philadelphia,3393
Charlotte,Phoenix,2842
Charlotte,Pittsburgh,2462
Charlotte,Portland,588
Charlotte,Providence,1053
Charlotte,Raleigh-durham,2127
Charlotte,Richmond,1349
Charlotte,Rochester,310
Charlotte,Sacramento,195
Charlotte,Salt Lake City,618
Charlotte,San Antonio,358
Charlotte,San Diego,717
Charlotte,San Francisco,1819
Charlotte,San Juan,711
Charlotte,Seattle,837
Charlotte,Springfield,114
Charlotte,St. Croix Island,31
Charlotte,St. Louis,943
Charlotte,St. Thomas,363
Charlotte,Syracuse,594
Charlotte,Tampa,2856
Charlotte,Trenton,299
Charlotte,Washington,2472
Charlotte,West Palm Beach,1617
Charlotte,Wilmington,162
Charlotte,Windsor Locks,1621
Charlottesville VA,Atlanta,939
Charlottesville VA,Chicago,869
Charlottesville VA,New York,396
Chattanooga,Atlanta,2711
Chattanooga,Chicago,381
Chattanooga,Dallas-Fort Worth,640
Chattanooga,Detroit,470
Chicago,Akron,1239
Chicago,Albany,1545
Chicago,Albuquerque,1212
Chicago,Allentown,666
Chicago,Anchorage,639
Chicago,Appleton,1434
Chicago,Asheville,715
Chicago,Aspen,620
Chicago,Atlanta,10924
Chicago,Atlantic City,147
Chicago,Austin,3120
Chicago,Baltimore,4445
Chicago,Bentonville,2597
Chicago,Billings,46
Chicago,Birmingham,1645
Chicago,Bismarck,333
Chicago,Bloomington,959
Chicago,Boise,606
Chicago,Boston,7943
Chicago,Bozeman,248
Chicago,Buffalo,2971
Chicago,Burlington,519
Chicago,Cedar Rapids,2843
Chicago,Champaign,1783
Chicago,Charleston,2085
Chicago,Charlotte,5392
Chicago,Charlottesville VA,869
Chicago,Chattanooga,381
Chicago,Cincinnati,4011
Chicago,Cleveland,5750
Chicago,Cody,9
Chicago,Colorado Springs,935
Chicago,Columbia,1243
Chicago,Columbus,5263
Chicago,Dallas,1991
Chicago,Dallas-Fort Worth,7677
Chicago,Dayton,2643
Chicago,Denver,8333
Chicago,Des Moines,3933
Chicago,Detroit,7116
Chicago,Dubuque IA,928
Chicago,Duluth,1102
Chicago,Eau Claire,668
Chicago,El Paso,578
Chicago,Elmira,606
Chicago,Erie,638
Chicago,Evansville,1736
Chicago,Fairbanks,75
Chicago,Fargo,2100
Chicago,Flint,1859
Chicago,Fort Lauderdale,3690
Chicago,Fort Myers,3008
Chicago,Fort Wayne,2261
Chicago,Grand Junction,2
Chicago,Grand Rapids,2990
Chicago,Green Bay,2767
Chicago,Greensboro,496
Chicago,Greenville,1464
Chicago,Gunnison,19
Chicago,Gwinn,286
Chicago,Hancock,667
Chicago,Harrisburg,1594
Chicago,Hayden,23
Chicago,Honolulu,334
Chicago,Houston,6263
Chicago,Huntsville,628
Chicago,Indianapolis,3026
Chicago,Jacksn Hole,395
Chicago,Jackson,578
Chicago,Jacksonville,801
Chicago,Kahului,114
Chicago,Kalamazoo,1326
Chicago,Kalispell,130
Chicago,Kansas City,4675
Chicago,Knoxville,2099
Chicago,La Crosse,1153
Chicago,Lansing,876
Chicago,Las Vegas,7016
Chicago,Latrobe,158
Chicago,Lexington KY,2014
Chicago,Lincoln,1166
Chicago,Little Rock,2363
Chicago,Los Angeles,9799
Chicago,Louisville,2175
Chicago,Madison,3185
Chicago,Manchester NH,1369
Chicago,Manhattan,649
Chicago,Memphis,2856
Chicago,Miami,4166
Chicago,Milwaukee,4824
Chicago,Minneapolis,9340
Chicago,Mobile,287
Chicago,Moline,1612
Chicago,Montrose CO,118
Chicago,Muskegon,667
Chicago,Myrtle Beach,242
Chicago,Nashville,5677
Chicago,New Orleans,2273
Chicago,New York,13336
Chicago,Newark,5678
Chicago,Norfolk,1336
Chicago,Oakland,1329
Chicago,Oklahoma City,2179
Chicago,Omaha,3729
Chicago,Ontario,325
Chicago,Orlando,6997
Chicago,PADUCAH,666
Chicago,Palm Springs,346
Chicago,Pensacola,253
Chicago,Peoria,2177
Chicago,Philadelphia,6636
Chicago,Phoenix,6678
Chicago,Pittsburgh,3682
Chicago,Portland,3140
Chicago,Providence,1396
Chicago,Raleigh-durham,2958
Chicago,Rapid City,371
Chicago,Reno,592
Chicago,Richmond,2141
Chicago,Roanoke VA,780
Chicago,Rochester,3491
Chicago,Sacramento,951
Chicago,Saginaw,1190
Chicago,Saint Cloud,82
Chicago,Salt Lake City,3372
Chicago,San Antonio,1732
Chicago,San Diego,3857
Chicago,San Francisco,8144
Chicago,San Jose,1000
Chicago,San Juan,1022
Chicago,Santa Ana,2320
Chicago,Sarasota,319
Chicago,Savannah,864
Chicago,Scranton,506
Chicago,Seattle,4960
Chicago,Sioux City,620
Chicago,Sioux Falls,2042
Chicago,South Bend,1145
Chicago,Spokane,63
Chicago,Springfield,2994
Chicago,St. Louis,4713
Chicago,St. Thomas,46
Chicago,State College Pennsylvania,664
Chicago,Syracuse,1641
Chicago,Tampa,3884
Chicago,Toledo,961
Chicago,Traverse City,1784
Chicago,Trenton,269
Chicago,Tucson,1107
Chicago,Tulsa,2405
Chicago,Vail,109
Chicago,Washington,11434
Chicago,Wassau,1394
Chicago,Waterloo,618
Chicago,West Palm Beach,587
Chicago,White Plains,1800
Chicago,Wichita,2803
Chicago,Windsor Locks,2411
Cincinnati,Atlanta,2372
Cincinnati,Baltimore,1
Cincinnati,Bentonville,185
Cincinnati,Boston,283
Cincinnati,Charlotte,86
Cincinnati,Chicago,4115
Cincinnati,Dallas-Fort Worth,2097
Cincinnati,Denver,882
Cincinnati,Detroit,445
Cincinnati,Fort Lauderdale,492
Cincinnati,Fort Myers,420
Cincinnati,Grand Rapids,170
Cincinnati,Houston,1097
Cincinnati,Kansas City,72
Cincinnati,Las Vegas,645
Cincinnati,Los Angeles,533
Cincinnati,Madison,36
Cincinnati,Memphis,107
Cincinnati,Miami,609
Cincinnati,Milwaukee,353
Cincinnati,Minneapolis,384
Cincinnati,Nashville,352
Cincinnati,New York,440
Cincinnati,Newark,1479
Cincinnati,Orlando,890
Cincinnati,Phoenix,98
Cincinnati,Pittsburgh,7
Cincinnati,Raleigh-durham,12
Cincinnati,Richmond,1
Cincinnati,Salt Lake City,521
Cincinnati,San Diego,3
Cincinnati,San Francisco,231
Cincinnati,Seattle,131
Cincinnati,St. Louis,49
Cincinnati,Tampa,314
Cincinnati,Trenton,3
Cincinnati,Washington,104
Cincinnati,Windsor Locks,12
Cleveland,Atlanta,2851
Cleveland,Baltimore,1180
Cleveland,Boston,1819
Cleveland,Charleston,11
Cleveland,Charlotte,1157
Cleveland,Chicago,5950
Cleveland,Dallas-Fort Worth,1569
Cleveland,Denver,1239
Cleveland,Detroit,619
Cleveland,Fort Lauderdale,831
Cleveland,Fort Myers,621
Cleveland,Houston,1151
Cleveland,Las Vegas,1380
Cleveland,Los Angeles,804
Cleveland,Miami,257
Cleveland,Milwaukee,759
Cleveland,Minneapolis,758
Cleveland,Myrtle Beach,169
Cleveland,Nashville,794
Cleveland,New York,2986
Cleveland,Newark,1544
Cleveland,Orlando,1382
Cleveland,Philadelphia,104
Cleveland,Phoenix,726
Cleveland,Raleigh-durham,387
Cleveland,San Francisco,446
Cleveland,San Juan,43
Cleveland,Seattle,151
Cleveland,St. Louis,483
Cleveland,State College Pennsylvania,1
Cleveland,Tampa,536
Cleveland,Washington,1751
Cleveland,Windsor Locks,130
Cody,Chicago,9
Cody,Denver,316
Cody,Salt Lake City,340
College Station,Dallas-Fort Worth,1604
College Station,Houston,707
Colorado Springs,Atlanta,305
Colorado Springs,Chicago,934
Colorado Springs,Dallas-Fort Worth,1080
Colorado Springs,Denver,2088
Colorado Springs,Houston,894
Colorado Springs,Los Angeles,644
Colorado Springs,Salt Lake City,597
Colorado Springs,San Francisco,5
Colorado Springs,Seattle,334
Columbia,Atlanta,2684
Columbia,Chicago,1244
Columbia,Dallas-Fort Worth,1625
Columbia,Houston,289
Columbia,New York,423
Columbia,Washington,194
Columbus,Atlanta,4334
Columbus,Baltimore,1423
Columbus,Boston,215
Columbus,Charlotte,21
Columbus,Chicago,5104
Columbus,Dallas,237
Columbus,Dallas-Fort Worth,1511
Columbus,Denver,892
Columbus,Detroit,155
Columbus,Fort Lauderdale,312
Columbus,Fort Myers,482
Columbus,Houston,937
Columbus,Las Vegas,622
Columbus,Los Angeles,588
Columbus,Miami,593
Columbus,Minneapolis,474
Columbus,Nashville,624
Columbus,New York,2007
Columbus,Newark,906
Columbus,Oakland,114
Columbus,Orlando,1052
Columbus,Phoenix,1054
Columbus,St. Louis,592
Columbus,Tampa,678
Columbus,Washington,328
Columbus Mississippi,Atlanta,927
Cordova,Anchorage,331
Cordova,Yakutat,331
Corpus Christi,Atlanta,1
Corpus Christi,Dallas-Fort Worth,1497
Corpus Christi,Harlingen,1
Corpus Christi,Houston,3389
Crescent City,San Francisco,190
Dallas,Albuquerque,1572
Dallas,Amarillo,1216
Dallas,Atlanta,2872
Dallas,Austin,3896
Dallas,Baltimore,1094
Dallas,Birmingham,684
Dallas,Boston,114
Dallas,Charleston,132
Dallas,Charlotte,114
Dallas,Chicago,1980
Dallas,Columbus,237
Dallas,Denver,1502
Dallas,Detroit,114
Dallas,El Paso,1282
Dallas,Fort Lauderdale,859
Dallas,Houston,6743
Dallas,Indianapolis,237
Dallas,Kansas City,2167
Dallas,Las Vegas,1431
Dallas,Little Rock,1018
Dallas,Los Angeles,2473
Dallas,Lubbock,1572
Dallas,Memphis,464
Dallas,Midland,1516
Dallas,Milwaukee,238
Dallas,Nashville,903
Dallas,New Orleans,2410
Dallas,New York,2571
Dallas,Oakland,593
Dallas,Oklahoma City,941
Dallas,Omaha,114
Dallas,Orlando,1014
Dallas,Panama City,152
Dallas,Philadelphia,114
Dallas,Phoenix,1463
Dallas,Pittsburgh,114
Dallas,Portland,237
Dallas,Raleigh-durham,114
Dallas,Sacramento,237
Dallas,Salt Lake City,114
Dallas,San Antonio,3031
